Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14002_001,SE_A14002_002,SE_A14002_003,SE_A14002_004,SE_A14002_005,SE_A14002_006,SE_A14002_007,SE_A14002_008,SE_A14002_009,SE_A14002_010,SE_A14002_011,SE_A14002_012,PCT_SE_A14002_002,PCT_SE_A14002_003,PCT_SE_A14002_004,PCT_SE_A14002_005,PCT_SE_A14002_006,PCT_SE_A14002_007,PCT_SE_A14002_008,PCT_SE_A14002_009,PCT_SE_A14002_010,PCT_SE_A14002_011,PCT_SE_A14002_012,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A18002_001,SE_A18002_002,SE_A18002_003,SE_A18002_004,SE_A18002_005,SE_A18002_006,PCT_SE_A18002_002,PCT_SE_A18002_003,PCT_SE_A18002_004,PCT_SE_A18002_005,PCT_SE_A18002_006,SE_B18002_001,SE_B18002_002,SE_B18002_003,PCT_SE_B18002_002,PCT_SE_B18002_003,SE_A00001_001
"06037106407","Census Tract 1064.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106407",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106407","Census Tract 1064.07",,,,828,23,16,227,31,58,70,66,177,60,64,36,2.78,1.93,27.42,3.74,7,8.45,7.97,21.38,7.25,7.73,4.35,2333,752,142,11,74,0,978,376,32.23,6.09,0.47,3.17,0,41.92,16.12,696,0,147,257,275,17,0,21.12,36.93,39.51,2.44,696,257,275,36.93,39.51,2333
"06037106408","Census Tract 1064.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106408",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106408","Census Tract 1064.08",,,,986,16,49,28,0,58,93,151,193,189,97,112,1.62,4.97,2.84,0,5.88,9.43,15.31,19.57,19.17,9.84,11.36,3832,1015,147,151,64,5,1302,1148,26.49,3.84,3.94,1.67,0.13,33.98,29.96,820,0,277,246,247,50,0,33.78,30,30.12,6.1,820,246,247,30,30.12,3832
"06037106510","Census Tract 1065.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106510",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106510","Census Tract 1065.10",,,,1601,55,30,65,24,75,19,21,164,204,510,434,3.44,1.87,4.06,1.5,4.68,1.19,1.31,10.24,12.74,31.86,27.11,5599,1978,117,145,1188,0,1292,879,35.33,2.09,2.59,21.22,0,23.08,15.7,354,0,66,109,179,0,0,18.64,30.79,50.56,0,354,109,179,30.79,50.56,5599
"06037106520","Census Tract 1065.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106520",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106520","Census Tract 1065.20",,,,1402,38,40,13,24,87,128,48,214,158,303,349,2.71,2.85,0.93,1.71,6.21,9.13,3.42,15.26,11.27,21.61,24.89,5484,2098,206,73,90,0,1900,1117,38.26,3.76,1.33,1.64,0,34.65,20.37,422,0,119,100,161,42,0,28.2,23.7,38.15,9.95,422,100,161,23.7,38.15,5484
"06037106603","Census Tract 1066.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106603",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106603","Census Tract 1066.03",,,,1216,25,5,37,4,6,43,63,182,61,193,597,2.06,0.41,3.04,0.33,0.49,3.54,5.18,14.97,5.02,15.87,49.1,3681,1899,262,6,632,0,193,689,51.59,7.12,0.16,17.17,0,5.24,18.72,135,0,34,14,73,14,0,25.19,10.37,54.07,10.37,135,14,73,10.37,54.07,3681
"06037106604","Census Tract 1066.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106604",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106604","Census Tract 1066.04",,,,1281,0,16,28,56,57,128,132,303,193,145,223,0,1.25,2.19,4.37,4.45,9.99,10.3,23.65,15.07,11.32,17.41,4349,1223,139,16,181,0,1421,1369,28.12,3.2,0.37,4.16,0,32.67,31.48,788,48,224,263,220,33,6.09,28.43,33.38,27.92,4.19,788,263,220,33.38,27.92,4349
"06037106641","Census Tract 1066.41, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106641",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106641","Census Tract 1066.41",,,,732,38,4,13,0,28,41,31,64,78,134,301,5.19,0.55,1.78,0,3.83,5.6,4.23,8.74,10.66,18.31,41.12,2096,1385,50,0,397,0,30,234,66.08,2.39,0,18.94,0,1.43,11.16,123,0,35,17,58,13,0,28.46,13.82,47.15,10.57,123,17,58,13.82,47.15,2096
"06037106642","Census Tract 1066.42, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106642",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106642","Census Tract 1066.42",,,,1189,44,0,0,25,38,39,65,81,96,314,487,3.7,0,0,2.1,3.2,3.28,5.47,6.81,8.07,26.41,40.96,3514,2491,34,39,317,0,202,431,70.89,0.97,1.11,9.02,0,5.75,12.27,113,0,9,70,25,9,0,7.96,61.95,22.12,7.96,113,70,25,61.95,22.12,3514
"06037106643","Census Tract 1066.43, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106643",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106643","Census Tract 1066.43",,,,1387,0,0,44,36,9,15,31,52,103,183,914,0,0,3.17,2.6,0.65,1.08,2.24,3.75,7.43,13.19,65.9,4311,2499,340,0,743,0,564,165,57.97,7.89,0,17.23,0,13.08,3.83,59,0,35,10,0,14,0,59.32,16.95,0,23.73,59,10,0,16.95,0,4311
"06037106645","Census Tract 1066.45, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106645",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106645","Census Tract 1066.45",,,,1252,61,10,0,21,0,48,43,242,67,129,631,4.87,0.8,0,1.68,0,3.83,3.43,19.33,5.35,10.3,50.4,3672,2508,8,155,462,0,239,300,68.3,0.22,4.22,12.58,0,6.51,8.17,161,0,23,30,108,0,0,14.29,18.63,67.08,0,161,30,108,18.63,67.08,3672
"06037106646","Census Tract 1066.46, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106646",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106646","Census Tract 1066.46",,,,999,40,21,0,5,33,41,55,119,110,172,403,4,2.1,0,0.5,3.3,4.1,5.51,11.91,11.01,17.22,40.34,3092,1410,168,13,669,0,429,403,45.6,5.43,0.42,21.64,0,13.87,13.03,146,0,43,52,51,0,0,29.45,35.62,34.93,0,146,52,51,35.62,34.93,3092
"06037106648","Census Tract 1066.48, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106648",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106648","Census Tract 1066.48",,,,1179,11,35,76,15,90,123,142,101,165,180,241,0.93,2.97,6.45,1.27,7.63,10.43,12.04,8.57,13.99,15.27,20.44,4713,1627,0,263,0,35,1377,1411,34.52,0,5.58,0,0.74,29.22,29.94,692,53,181,224,210,24,7.66,26.16,32.37,30.35,3.47,692,224,210,32.37,30.35,4713
"06037106649","Census Tract 1066.49, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106649",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106649","Census Tract 1066.49",,,,642,0,0,5,13,25,46,32,93,97,108,223,0,0,0.78,2.02,3.89,7.17,4.98,14.49,15.11,16.82,34.74,2689,505,25,22,486,7,1274,370,18.78,0.93,0.82,18.07,0.26,47.38,13.76,66,0,5,24,31,6,0,7.58,36.36,46.97,9.09,66,24,31,36.36,46.97,2689
"06037107010","Census Tract 1070.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"107010",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037107010","Census Tract 1070.10",,,,757,5,12,4,41,0,12,56,153,116,206,152,0.66,1.59,0.53,5.42,0,1.59,7.4,20.21,15.32,27.21,20.08,2997,980,8,86,68,0,1279,576,32.7,0.27,2.87,2.27,0,42.68,19.22,252,0,102,137,9,4,0,40.48,54.37,3.57,1.59,252,137,9,54.37,3.57,2997
"06037107020","Census Tract 1070.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"107020",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037107020","Census Tract 1070.20",,,,1212,7,162,0,8,44,69,181,121,148,213,259,0.58,13.37,0,0.66,3.63,5.69,14.93,9.98,12.21,17.57,21.37,4921,1288,56,75,194,135,1848,1325,26.17,1.14,1.52,3.94,2.74,37.55,26.93,359,0,72,49,198,40,0,20.06,13.65,55.15,11.14,359,49,198,13.65,55.15,4921
"06037108101","Census Tract 1081.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108101","Census Tract 1081.01",,,,757,20,0,17,7,0,28,20,90,75,110,390,2.64,0,2.25,0.92,0,3.7,2.64,11.89,9.91,14.53,51.52,2128,1178,22,56,506,0,46,320,55.36,1.03,2.63,23.78,0,2.16,15.04,66,0,26,7,0,33,0,39.39,10.61,0,50,66,7,0,10.61,0,2128
"06037108102","Census Tract 1081.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108102","Census Tract 1081.02",,,,1226,18,10,0,0,59,87,24,126,155,239,508,1.47,0.82,0,0,4.81,7.1,1.96,10.28,12.64,19.49,41.44,3477,1823,57,0,1226,0,158,213,52.43,1.64,0,35.26,0,4.54,6.13,172,9,33,15,78,37,5.23,19.19,8.72,45.35,21.51,172,15,78,8.72,45.35,3477
"06037108103","Census Tract 1081.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108103","Census Tract 1081.03",,,,1001,22,8,0,49,9,22,0,65,64,291,471,2.2,0.8,0,4.9,0.9,2.2,0,6.49,6.39,29.07,47.05,3053,1769,115,0,811,0,67,291,57.94,3.77,0,26.56,0,2.19,9.53,101,0,0,42,52,7,0,0,41.58,51.49,6.93,101,42,52,41.58,51.49,3053
"06037108104","Census Tract 1081.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108104",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108104","Census Tract 1081.04",,,,562,11,5,5,0,0,49,15,34,34,130,279,1.96,0.89,0.89,0,0,8.72,2.67,6.05,6.05,23.13,49.64,1754,1012,58,0,396,0,162,126,57.7,3.31,0,22.58,0,9.24,7.18,84,0,32,47,5,0,0,38.1,55.95,5.95,0,84,47,5,55.95,5.95,1754
"06037108202","Census Tract 1082.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108202","Census Tract 1082.02",,,,3551,84,0,29,144,33,165,75,353,136,400,2132,2.37,0,0.82,4.06,0.93,4.65,2.11,9.94,3.83,11.26,60.04,10248,3377,1599,0,3624,144,413,1091,32.95,15.6,0,35.36,1.41,4.03,10.65,1031,0,237,377,390,27,0,22.99,36.57,37.83,2.62,1031,377,390,36.57,37.83,10248
"06037108203","Census Tract 1082.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108203","Census Tract 1082.03",,,,1175,14,12,11,0,0,32,128,72,60,254,592,1.19,1.02,0.94,0,0,2.72,10.89,6.13,5.11,21.62,50.38,3157,1296,352,99,1278,0,15,117,41.05,11.15,3.14,40.48,0,0.48,3.71,300,0,114,121,65,0,0,38,40.33,21.67,0,300,121,65,40.33,21.67,3157
"06037108204","Census Tract 1082.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108204","Census Tract 1082.04",,,,658,0,0,0,6,10,21,0,76,22,136,387,0,0,0,0.91,1.52,3.19,0,11.55,3.34,20.67,58.81,1782,693,75,16,922,0,0,76,38.89,4.21,0.9,51.74,0,0,4.26,46,7,0,6,14,19,15.22,0,13.04,30.43,41.3,46,6,14,13.04,30.43,1782
"06037109100","Census Tract 1091, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109100","Census Tract 1091",,,,887,16,52,13,16,35,84,92,136,96,127,220,1.8,5.86,1.47,1.8,3.95,9.47,10.37,15.33,10.82,14.32,24.8,2861,1157,110,37,525,0,600,432,40.44,3.84,1.29,18.35,0,20.97,15.1,273,0,84,35,127,27,0,30.77,12.82,46.52,9.89,273,35,127,12.82,46.52,2861
"06037109200","Census Tract 1092, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109200","Census Tract 1092",,,,1077,25,0,40,0,9,25,76,147,105,381,269,2.32,0,3.71,0,0.84,2.32,7.06,13.65,9.75,35.38,24.98,2863,1109,87,0,1014,0,296,357,38.74,3.04,0,35.42,0,10.34,12.47,151,7,85,10,23,26,4.64,56.29,6.62,15.23,17.22,151,10,23,6.62,15.23,2863
"06037109300","Census Tract 1093, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109300","Census Tract 1093",,,,929,0,0,0,20,0,29,77,81,125,236,361,0,0,0,2.15,0,3.12,8.29,8.72,13.46,25.4,38.86,2905,1290,64,0,496,0,328,727,44.41,2.2,0,17.07,0,11.29,25.03,111,0,30,22,45,14,0,27.03,19.82,40.54,12.61,111,22,45,19.82,40.54,2905
"06037109400","Census Tract 1094, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109400","Census Tract 1094",,,,1131,55,26,0,0,13,92,80,197,106,208,354,4.86,2.3,0,0,1.15,8.13,7.07,17.42,9.37,18.39,31.3,3620,681,17,57,224,0,1542,1099,18.81,0.47,1.57,6.19,0,42.6,30.36,358,0,41,147,114,56,0,11.45,41.06,31.84,15.64,358,147,114,41.06,31.84,3620
"06037109500","Census Tract 1095, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109500","Census Tract 1095",,,,982,78,0,0,23,36,34,98,184,200,120,209,7.94,0,0,2.34,3.67,3.46,9.98,18.74,20.37,12.22,21.28,3907,887,58,130,139,0,2164,529,22.7,1.48,3.33,3.56,0,55.39,13.54,215,0,63,48,72,32,0,29.3,22.33,33.49,14.88,215,48,72,22.33,33.49,3907
"06037109601","Census Tract 1096.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109601","Census Tract 1096.01",,,,1330,18,0,32,0,38,22,129,124,171,357,439,1.35,0,2.41,0,2.86,1.65,9.7,9.32,12.86,26.84,33.01,5042,1546,227,62,452,0,1462,1293,30.66,4.5,1.23,8.96,0,29,25.64,197,0,79,34,84,0,0,40.1,17.26,42.64,0,197,34,84,17.26,42.64,5042
"06037109603","Census Tract 1096.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109603",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109603","Census Tract 1096.03",,,,1268,75,20,24,36,55,79,75,139,248,158,359,5.91,1.58,1.89,2.84,4.34,6.23,5.91,10.96,19.56,12.46,28.31,4038,715,74,17,649,50,2070,463,17.71,1.83,0.42,16.07,1.24,51.26,11.47,513,0,212,127,174,0,0,41.33,24.76,33.92,0,513,127,174,24.76,33.92,4038
"06037109604","Census Tract 1096.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109604",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109604","Census Tract 1096.04",,,,873,53,5,18,19,34,57,30,125,85,256,191,6.07,0.57,2.06,2.18,3.89,6.53,3.44,14.32,9.74,29.32,21.88,2721,811,67,198,249,1,882,513,29.81,2.46,7.28,9.15,0.04,32.41,18.85,169,0,62,35,60,12,0,36.69,20.71,35.5,7.1,169,35,60,20.71,35.5,2721
"06037109700","Census Tract 1097, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109700","Census Tract 1097",,,,1383,8,11,75,7,27,35,114,122,133,344,507,0.58,0.8,5.42,0.51,1.95,2.53,8.24,8.82,9.62,24.87,36.66,4259,1826,111,20,738,65,489,1010,42.87,2.61,0.47,17.33,1.53,11.48,23.71,396,0,155,111,130,0,0,39.14,28.03,32.83,0,396,111,130,28.03,32.83,4259
"06037109800","Census Tract 1098, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109800","Census Tract 1098",,,,1490,37,44,33,26,20,92,12,405,157,288,376,2.48,2.95,2.21,1.74,1.34,6.17,0.81,27.18,10.54,19.33,25.23,4625,2194,63,311,401,34,566,1056,47.44,1.36,6.72,8.67,0.74,12.24,22.83,379,10,111,70,188,0,2.64,29.29,18.47,49.6,0,379,70,188,18.47,49.6,4625
"06037111100","Census Tract 1111, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111100","Census Tract 1111",,,,936,35,5,4,24,22,31,118,108,88,244,257,3.74,0.53,0.43,2.56,2.35,3.31,12.61,11.54,9.4,26.07,27.46,2965,1118,30,265,581,0,513,458,37.71,1.01,8.94,19.6,0,17.3,15.45,362,0,172,68,93,29,0,47.51,18.78,25.69,8.01,362,68,93,18.78,25.69,2965
"06037111201","Census Tract 1112.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111201","Census Tract 1112.01",,,,1030,0,0,43,91,0,24,55,101,108,196,412,0,0,4.17,8.83,0,2.33,5.34,9.81,10.49,19.03,40,3275,1466,43,8,633,0,633,492,44.76,1.31,0.24,19.33,0,19.33,15.02,136,0,69,16,35,16,0,50.74,11.76,25.74,11.76,136,16,35,11.76,25.74,3275
"06037111202","Census Tract 1112.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111202","Census Tract 1112.02",,,,1931,166,12,8,17,60,107,96,216,172,371,706,8.6,0.62,0.41,0.88,3.11,5.54,4.97,11.19,8.91,19.21,36.56,5742,2365,119,62,1340,0,578,1278,41.19,2.07,1.08,23.34,0,10.07,22.26,742,0,322,144,217,59,0,43.4,19.41,29.25,7.95,742,144,217,19.41,29.25,5742
"06037111204","Census Tract 1112.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111204","Census Tract 1112.04",,,,1825,30,24,0,28,20,64,27,147,119,248,1118,1.64,1.32,0,1.53,1.1,3.51,1.48,8.05,6.52,13.59,61.26,5902,2607,106,17,1510,0,649,1013,44.17,1.8,0.29,25.58,0,11,17.16,231,0,66,32,20,113,0,28.57,13.85,8.66,48.92,231,32,20,13.85,8.66,5902
"06037111205","Census Tract 1112.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111205",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111205","Census Tract 1112.05",,,,1344,67,9,11,0,0,66,23,91,314,367,396,4.99,0.67,0.82,0,0,4.91,1.71,6.77,23.36,27.31,29.46,3627,1530,85,0,1075,0,638,299,42.18,2.34,0,29.64,0,17.59,8.24,594,0,272,140,153,29,0,45.79,23.57,25.76,4.88,594,140,153,23.57,25.76,3627
"06037111206","Census Tract 1112.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111206",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111206","Census Tract 1112.06",,,,1364,0,0,34,14,0,11,86,172,82,292,673,0,0,2.49,1.03,0,0.81,6.3,12.61,6.01,21.41,49.34,4295,2382,218,41,836,0,170,648,55.46,5.08,0.95,19.46,0,3.96,15.09,102,0,33,0,69,0,0,32.35,0,67.65,0,102,0,69,0,67.65,4295
"06037111302","Census Tract 1113.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111302","Census Tract 1113.02",,,,1757,22,24,9,0,42,281,118,196,208,339,518,1.25,1.37,0.51,0,2.39,15.99,6.72,11.16,11.84,19.29,29.48,4967,2245,277,31,970,0,767,677,45.2,5.58,0.62,19.53,0,15.44,13.63,934,0,353,222,347,12,0,37.79,23.77,37.15,1.28,934,222,347,23.77,37.15,4967
"06037111303","Census Tract 1113.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111303",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111303","Census Tract 1113.03",,,,1449,0,0,0,62,53,59,85,200,208,313,469,0,0,0,4.28,3.66,4.07,5.87,13.8,14.35,21.6,32.37,4567,2495,124,5,694,0,341,908,54.63,2.72,0.11,15.2,0,7.47,19.88,604,22,138,266,178,0,3.64,22.85,44.04,29.47,0,604,266,178,44.04,29.47,4567
"06037111304","Census Tract 1113.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111304",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111304","Census Tract 1113.04",,,,1344,105,56,161,62,20,98,110,181,149,281,121,7.81,4.17,11.98,4.61,1.49,7.29,8.18,13.47,11.09,20.91,9,3082,364,360,57,563,0,1031,707,11.81,11.68,1.85,18.27,0,33.45,22.94,1252,0,392,169,599,92,0,31.31,13.5,47.84,7.35,1252,169,599,13.5,47.84,3082
"06037111401","Census Tract 1114.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111401","Census Tract 1114.01",,,,686,0,0,33,0,10,10,49,98,65,108,313,0,0,4.81,0,1.46,1.46,7.14,14.29,9.48,15.74,45.63,2193,1033,33,14,403,0,312,398,47.1,1.5,0.64,18.38,0,14.23,18.15,271,31,71,80,89,0,11.44,26.2,29.52,32.84,0,271,80,89,29.52,32.84,2193
"06037111402","Census Tract 1114.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111402","Census Tract 1114.02",,,,2158,112,49,260,13,101,102,300,439,210,288,284,5.19,2.27,12.05,0.6,4.68,4.73,13.9,20.34,9.73,13.35,13.16,5998,3376,18,23,920,0,1130,531,56.29,0.3,0.38,15.34,0,18.84,8.85,1633,0,621,593,373,46,0,38.03,36.31,22.84,2.82,1633,593,373,36.31,22.84,5998
"06037113101","Census Tract 1131.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113101","Census Tract 1131.01",,,,1198,0,10,43,28,12,31,117,147,84,274,452,0,0.83,3.59,2.34,1,2.59,9.77,12.27,7.01,22.87,37.73,3540,2368,120,0,541,0,246,265,66.89,3.39,0,15.28,0,6.95,7.49,130,0,13,10,69,38,0,10,7.69,53.08,29.23,130,10,69,7.69,53.08,3540
"06037113102","Census Tract 1131.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113102","Census Tract 1131.02",,,,1036,0,22,0,0,0,31,5,94,43,185,656,0,2.12,0,0,0,2.99,0.48,9.07,4.15,17.86,63.32,2980,1592,58,0,541,0,173,616,53.42,1.95,0,18.15,0,5.81,20.67,31,0,0,19,0,12,0,0,61.29,0,38.71,31,19,0,61.29,0,2980
"06037113211","Census Tract 1132.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113211",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113211","Census Tract 1132.11",,,,1624,42,38,7,33,0,119,85,163,248,345,544,2.59,2.34,0.43,2.03,0,7.33,5.23,10.04,15.27,21.24,33.5,4138,2086,516,5,738,0,459,334,50.41,12.47,0.12,17.83,0,11.09,8.07,332,29,148,73,75,7,8.73,44.58,21.99,22.59,2.11,332,73,75,21.99,22.59,4138
"06037113212","Census Tract 1132.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113212",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113212","Census Tract 1132.12",,,,972,0,11,10,40,0,49,118,186,114,212,232,0,1.13,1.03,4.12,0,5.04,12.14,19.14,11.73,21.81,23.87,2872,1189,103,34,805,0,303,438,41.4,3.59,1.18,28.03,0,10.55,15.25,401,23,73,91,182,32,5.74,18.2,22.69,45.39,7.98,401,91,182,22.69,45.39,2872
"06037113213","Census Tract 1132.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113213",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113213","Census Tract 1132.13",,,,1725,0,49,7,0,18,81,126,202,94,470,678,0,2.84,0.41,0,1.04,4.7,7.3,11.71,5.45,27.25,39.3,5068,2140,148,5,1018,0,873,884,42.23,2.92,0.1,20.09,0,17.23,17.44,610,0,335,117,158,0,0,54.92,19.18,25.9,0,610,117,158,19.18,25.9,5068
"06037113231","Census Tract 1132.31, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113231",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113231","Census Tract 1132.31",,,,850,0,6,5,31,25,31,23,66,76,206,381,0,0.71,0.59,3.65,2.94,3.65,2.71,7.76,8.94,24.24,44.82,2233,1427,91,0,164,0,157,394,63.91,4.08,0,7.34,0,7.03,17.64,106,0,0,63,32,11,0,0,59.43,30.19,10.38,106,63,32,59.43,30.19,2233
"06037113232","Census Tract 1132.32, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113232",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113232","Census Tract 1132.32",,,,1539,37,0,44,10,11,61,50,148,136,250,792,2.4,0,2.86,0.65,0.71,3.96,3.25,9.62,8.84,16.24,51.46,4777,2711,241,0,803,0,322,700,56.75,5.05,0,16.81,0,6.74,14.65,182,0,69,82,16,15,0,37.91,45.05,8.79,8.24,182,82,16,45.05,8.79,4777
