Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Entitlements,Type2,AH Studio Unit #,AH 1BR Unit #,AH 2BR Unit #,AH 3BR Unit #,AH 4BR Unit #,AH 5BR Unit#,AH 6BR Unit#,LAT,LONG,Cleaned_Address
723 S. Saint Andrews Pl.,90005.0,5,2019,7.0,65.0,10.77%,Transit Oriented Communities (Toc),Market Rate Developments,"211, 303, 404, 409, 513","207, 308",,,,,,34.0587762,-118.3114842,723 S. Saint Andrews Pl.
8548 N. Reseda Blvd.,91324.0,12,2019,5.0,39.0,12.82%,Transit Oriented Communities (Toc),Market Rate Developments,,"103, 107, 201, 204, 302",,,,,,34.2260614,-118.5356219,8548 N. Reseda Blvd.
3745 S. Cardiff Ave.,90034.0,5,2019,8.0,74.0,10.81%,Transit Oriented Communities (Toc),Market Rate Developments,,"207, 301, 408, 509, 516","212, 411, 313",,,,,34.0259572,-118.3970478,3745 S. Cardiff Ave.
3524 S. Chesapeake Ave.,90016.0,10,2019,3.0,27.0,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,"209, 307, 408",,,,,,34.0230306,-118.3449853,3524 S. Chesapeake Ave.
602 S. Westlake Ave.,90057.0,1,2019,7.0,63.0,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,"308, 511, 609","313, 404, 703",401,,,,,34.05869,-118.27365,602 S. Westlake Ave.
3524 S. Chesapeake Ave.,90016.0,10,2019,3.0,27.0,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,"209, 307, 408",,,,,,34.0230306,-118.3449853,3524 S. Chesapeake Ave.
1032 N. Coronado St.,90026.0,13,2019,4.0,33.0,12.12%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0789014,-118.2689931,1032 N. Coronado St.
5801 W. Pico Blvd.,90019.0,10,2019,8.0,80.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"301, 408, 418, PH16","209, 211, 304, 506",,,,,34.05129,-118.36466,5801 W. Pico Blvd.
14848 W. Delano St.,91411.0,6,2019,1.0,11.0,9.09%,Transit Oriented Communities (Toc),Market Rate Developments,,,201,,,,,34.1825144,-118.4569197,14848 W. Delano St.
966 S. Kenmore Ave.,90006.0,10,2019,5.0,50.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,"504, 606","309, 410",201,,,,,34.0535285,-118.2966011,966 S. Kenmore Ave.
505 N. Silver Lake Blvd.,90026.0,13,2019,5.0,60.0,8.33%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0780434,-118.2802811,505 N. Silver Lake Blvd.
2465 S. Purdue Ave.,90064.0,11,2019,3.0,17.0,17.65%,Transit Oriented Communities (Toc),Market Rate Developments,,"102, 204, 302",,,,,,34.032519,-118.439569,2465 S. Purdue Ave.
1705 S. Hoover St.,90006.0,1,2019,1.0,10.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0425564,-118.2845755,1705 S. Hoover St.
700 N. Spaulding Ave.,90046.0,5,2019,2.0,24.0,8.33%,Transit Oriented Communities (Toc),Market Rate Developments,"204, 307",,,,,,,34.08411,-118.35721,700 N. Spaulding Ave.
366 S. Loma Dr.,90017.0,1,2019,4.0,39.0,10.26%,Transit Oriented Communities (Toc),Market Rate Developments,,"303, 405, 506",201,,,,,34.0590001,-118.265972,366 S. Loma Dr.
10737 W. Hortense St.,91602.0,2,2019,1.0,9.0,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.1548441,-118.3921863,10737 W. Hortense St.
4660 W. Melrose Ave.,90029.0,13,2019,6.0,66.0,9.09%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0849641,-118.3062282,4660 W. Melrose Ave.
3050 W. 11th St.,90006.0,10,2019,5.0,39.0,12.82%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.05068,-118.30482,3050 W. 11th St.
838 S. La Brea Ave.,90036.0,5,2019,6.0,53.0,11.32%,Transit Oriented Communities (Toc),Market Rate Developments,,"302, 407, 503, PH8","206, 210",,,,,34.059403,-118.3449158,838 S. La Brea Ave.
2880 W. James M. Wood Blvd.,90006.0,10,2019,20.0,193.0,10.36%,Transit Oriented Communities (Toc),Market Rate Developments,"203, 207, 221, 237, 306, 320, 403, 407, 421, 437, 506, 603, 607, 636","225, 508, 515, 523","330, 333",,,,,34.0557299,-118.29124,2880 W. James M. Wood Blvd.
5717 W. Carlton Way,90028.0,13,2019,4.0,39.0,10.26%,Transit Oriented Communities (Toc),Market Rate Developments,"407, 607","303, 504",,,,,,34.1007981,-118.3143306,5717 W. Carlton Way
1822 S. Overland Ave.,90025.0,5,2019,2.0,16.0,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,,,"102, 203",,,,,34.050791,-118.43208,1822 S. Overland Ave.
950 S. Berendo St.,90006.0,10,2019,8.0,75.0,10.67%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0541245,-118.2934076,950 S. Berendo St.
2726 S. Cochran Ave.,90016.0,10,2019,1.0,5.0,20.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,201,,,,,34.029796,-118.3592608,2726 S. Cochran Ave.
2450 E. Houston St.,90033.0,14,2019,2.0,10.0,20.00%,Transit Oriented Communities (Toc),Market Rate Developments,,3,,,,,,34.0502428,-118.203497,2450 E. Houston St.
319 N. Westlake Ave.,90026.0,13,2019,4.0,14.0,28.57%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0693374,-118.2670414,319 N. Westlake Ave.
1507 S. Hi Point St.,90035.0,10,2019,4.0,40.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0498008,-118.3696155,1507 S. Hi Point St.
971 S. Hoover St.,90006.0,1,2019,4.0,39.0,10.26%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0531662,-118.2845209,971 S. Hoover St.
545 S. Serrano Ave.,90020.0,10,2019,3.0,30.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"201, 304, 403",,,,,,34.064038,-118.3069722,545 S. Serrano Ave.
3920 W. 5th St.,90020.0,10,2019,4.0,40.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,507,"206, 302, 403",,,,,,34.0651772,-118.3035535,3920 W. 5th St.
5550 W. Pico Blvd.,90019.0,10,2019,4.0,44.0,9.09%,Transit Oriented Communities (Toc),Market Rate Developments,508,"309, 403, 606",,,,,,34.0494094,-118.3595606,5550 W. Pico Blvd.
2968 W. 7th St.,90005.0,1,2019,23.0,228.0,10.09%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0596673,-118.2880383,2968 W. 7th St.
8444 N. Columbus Ave.,91343.0,6,2019,2.0,25.0,8.00%,Transit Oriented Communities (Toc),Market Rate Developments,,204,102,,,,,34.2391467,-118.4647482,8444 N. Columbus Ave.
3800 S. Mentone Ave.,90232.0,5,2019,8.0,79.0,10.13%,Transit Oriented Communities (Toc),Market Rate Developments,"409, PH106","311, 605, 614, PH118, 508",,,514,,,34.01964,-118.40462,3800 S. Mentone Ave.
920 S. Gramercy Pl.,90019.0,5,2019,2.0,13.0,15.38%,Transit Oriented Communities (Toc),Market Rate Developments,201,,,,402,,,34.055169,-118.3129396,920 S. Gramercy Pl.
2812 W. Temple St.,90026.0,13,2019,4.0,42.0,9.52%,Transit Oriented Communities (Toc),Market Rate Developments,209,"306, 404, 505",,,,,,34.0736791,-118.2780882,2812 W. Temple St.
336 W. 7th St.,90731.0,14,2019,3.0,32.0,9.38%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0456526,-118.2544076,336 W. 7th St.
1180 S. La Brea Ave.,90019.0,10,2019,9.0,67.0,13.43%,Transit Oriented Communities (Toc),Market Rate Developments,308,"313, 402, 501, 509, 606, 612, 703",407,,,,,34.0537371,-118.3432104,1180 S. La Brea Ave.
3766 S. Motor Ave.,90034.0,5,2019,4.0,36.0,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0213045,-118.4042028,3766 S. Motor Ave.
1319 S. Orange Grove Ave.,90019.0,10,2019,4.0,33.0,12.12%,Transit Oriented Communities (Toc),Market Rate Developments,,509,"302, 401",207,,,,34.0526995,-118.3654036,1319 S. Orange Grove Ave.
919 S. Harvard Blvd.,90006.0,10,2019,3.0,24.0,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,"204, 303",105,,,,,,34.055309,-118.3044932,919 S. Harvard Blvd.
3408 S. Keystone Ave.,90034.0,5,2019,4.0,33.0,12.12%,Transit Oriented Communities (Toc),Market Rate Developments,,"403, 504","201, 305",,,,,34.1600572,-118.3242107,3408 S. Keystone Ave.
920 3/4 W. 81st St.,90044.0,5,2019,8.0,8.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.965244,-118.2899324,920/4 W. 81st St.
11246 W. Otsego St.,91601.0,2,2019,7.0,70.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.1627986,-118.3760064,11246 W. Otsego St.
1120 S. Serrano Ave.,90006.0,10,2019,6.0,52.0,11.54%,Transit Oriented Communities (Toc),Market Rate Developments,103,"509, 606","201, 305, 401",,,,,34.0502069,-118.3060253,1120 S. Serrano Ave.
5205 N. Harmony Ave.,91601.0,2,2019,5.0,40.0,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,,"208, 307, 402, 504",201,,,,,34.1653654,-118.3664611,5205 N. Harmony Ave.
2412 S. Federal Ave.,90064.0,11,2019,4.0,40.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,"103, 303",205,408,,,,,34.0321796,-118.4430106,2412 S. Federal Ave.
925 S. St. Andrews Pl.,90019.0,5,2019,3.0,23.0,13.04%,Transit Oriented Communities (Toc),Market Rate Developments,,205,"101, 304",,,,,34.0550613,-118.3114632,925 S. St. Andrews Pl.
14541 W. Gilmore St.,91411.0,6,2019,3.0,31.0,9.68%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.18781000000001,-118.45022,14541 W. Gilmore St.
1249 W. 39th Pl.,90037.0,8,2019,5.0,42.0,11.90%,Transit Oriented Communities (Toc),Market Rate Developments,,"312, 403","207, 210, 305",,,,,34.0143691,-118.2989989,1249 W. 39th Pl.
611 W. 82nd St.,90044.0,8,2019,18.0,19.0,94.74%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.9645674,-118.284663,611 W. 82nd St.
4506 W. Dockweiler St.,90019.0,10,2019,4.0,20.0,20.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"4, 13","1,7",,,,,34.0501453,-118.3335627,4506 W. Dockweiler St.
1920 N. Whitley Ave.,90068.0,4,2019,3.0,24.0,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,,,"106, 201, 305",,,,,34.1058955,-118.3330906,1920 N. Whitley Ave.
3716 S. Bentley Ave.,90034.0,5,2019,2.0,17.0,11.76%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0154467,-118.4167467,3716 S. Bentley Ave.
10934 W. Peach Grove St.,91601.0,2,2019,1.0,12.0,8.33%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.1588165,-118.3692379,10934 W. Peach Grove St.
549 N. Heliotrope Dr.,90004.0,13,2019,4.0,17.0,23.53%,Transit Oriented Communities (Toc),Market Rate Developments,"B, E",,"K, M",,,,,34.0805022,-118.2955817,549 N. Heliotrope Dr.
8802 N. Van Nuys Blvd.,91402.0,6,2019,2.0,24.0,8.33%,Transit Oriented Communities (Toc),Market Rate Developments,,"205, 402",,,,,,34.2134238,-118.4493142,8802 N. Van Nuys Blvd.
3630 S. Overland Ave.,90034.0,5,2019,7.0,74.0,9.46%,Transit Oriented Communities (Toc),Market Rate Developments,"212, 305, 401, 503, 609","207, 702",,,,,,34.02276390000001,-118.4095784,3630 S. Overland Ave.
222 N. Manhattan Pl.,90004.0,13,2019,2.0,16.0,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,,403,201,,,,,34.075367,-118.309933,222 N. Manhattan Pl.
9007 S. Ramsgate Ave.,90045.0,11,2019,6.0,30.0,20.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,"203, 704",,"100, 305, 504, 605",,,33.9598853,-118.3825589,9007 S. Ramsgate Ave.
856 S. Gramercy Dr.,90005.0,5,2019,6.0,53.0,11.32%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0563883,-118.3118779,856 S. Gramercy Dr.
433 N. Rosenell Ter.,90026.0,13,2019,4.0,47.0,8.51%,Transit Oriented Communities (Toc),Market Rate Developments,,,"102, 108, 203, 314",,,,,34.0722,-118.27106,433 N. Rosenell Ter.
2335 W. Temple St.,90026.0,13,2019,3.0,35.0,8.57%,Transit Oriented Communities (Toc),Market Rate Developments,,,"109, 210, 306",,,,,34.07159,-118.27154,2335 W. Temple St.
321 S. Oxford Ave.,90020.0,10,2019,4.0,38.0,10.53%,Transit Oriented Communities (Toc),Market Rate Developments,,,"306, 408","207, 503",,,,34.0683298,-118.3082053,321 S. Oxford Ave.
1110 S. Spaulding Ave.,90019.0,10,2019,3.0,26.0,11.54%,Transit Oriented Communities (Toc),Market Rate Developments,,,"205, 302",101,,,,34.0556054,-118.3598928,1110 S. Spaulding Ave.
832 S. Mariposa Ave.,90005.0,10,2019,13.0,101.0,12.87%,Transit Oriented Communities (Toc),Market Rate Developments,"213, 314","105, 110, 305, 403, 510, 605","101, 204, 316, 409, 504",,,,,34.0567419,-118.2983867,832 S. Mariposa Ave.
252 N. Hoover St.,90004.0,13,2019,4.0,39.0,10.26%,Transit Oriented Communities (Toc),Market Rate Developments,"306, 403, 509",202,,,,,,34.075731,-118.2831016,252 N. Hoover St.
1855 S. Westwood Blvd.,90025.0,5,2019,6.0,60.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"306, 403, 505, 610",207,211,,,,34.0485128,-118.4364111,1855 S. Westwood Blvd.
14822 W. Delano St.,91411.0,6,2019,3.0,11.0,27.27%,Transit Oriented Communities (Toc),Market Rate Developments,,"103, 202, 303",,,,,,34.1824117,-118.4563237,14822 W. Delano St.
6521 S. Brynhurst Ave.,90043.0,8,2019,5.0,41.0,12.20%,Transit Oriented Communities (Toc),Market Rate Developments,,,"203, 210, 309, 402, 505",,,,,33.9799652,-118.3340469,6521 S. Brynhurst Ave.
4604 S. Western Ave.,90062.0,8,2019,48.0,49.0,97.96%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0016373,-118.3085722,4604 S. Western Ave.
905 S. Vermont Ave.,90006.0,10,2019,7.0,67.0,10.45%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.055644,-118.291992,905 S. Vermont Ave.
1540 S. St. Andrews Pl.,90019.0,10,2019,4.0,38.0,10.53%,Transit Oriented Communities (Toc),Market Rate Developments,,219,"211, 314, 411",,,,,34.0443219,-118.3113096,1540 S. St. Andrews Pl.
7600 S. Western Ave.,90047.0,8,2019,19.0,20.0,95.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.97060270000001,-118.308546,7600 S. Western Ave.
841 S. Fedora St.,90005.0,10,2019,9.0,81.0,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,411,"101, 207, 306, 503, 610","113, 209, 305, 408",,,,,34.0564226,-118.2979601,841 S. Fedora St.
1950 S. Normandie Ave.,90007.0,1,2019,3.0,13.0,23.08%,Transit Oriented Communities (Toc),Market Rate Developments,2,12,,9,,,,34.0389025,-118.3000996,1950 S. Normandie Ave.
740 S. Alvarado St.,90057.0,1,2019,9.0,80.0,11.25%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.055238,-118.277444,740 S. Alvarado St.
7306 N. Independence Ave.,91303.0,3,2019,1.0,12.0,8.33%,Transit Oriented Communities (Toc),Market Rate Developments,,202,,,,,,34.2692898,-118.5907475,7306 N. Independence Ave.
325 N. Fickett St.,90033.0,14,2019,21.0,22.0,95.45%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0449766,-118.2061928,325 N. Fickett St.
6762 W. Hawthorn Ave.,90028.0,13,2019,8.0,69.0,11.59%,Transit Oriented Communities (Toc),Market Rate Developments,"205, 301, 307, 403, 506, 602, 708, 806",,,,,,,34.1004072,-118.3374854,6762 W. Hawthorn Ave.
800 S. Western Ave.,90005.0,10,2019,23.0,230.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,"219, 223, 235, 313, 321, 422, 511, 524, 528, 634, 714, 732, 826, 830, 836","228, 301, 307, 433, 605, 625, 738",409,,,,,34.0572143,-118.3087551,800 S. Western Ave.
5945 W. Pico Blvd.,90035.0,5,2019,13.0,123.0,10.57%,Transit Oriented Communities (Toc),Market Rate Developments,"222, 617, 705","202, 307, 401, 413, 421, 518, 609, 712","315, 514",,,,,34.0520715,-118.3695437,5945 W. Pico Blvd.
2000 Miramar St.,90057.0,1,2019,156.0,157.0,99.36%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0630699,-118.2708238,2000 Miramar St.
1450 S. Rexford Dr.,90035.0,5,2019,3.0,29.0,10.34%,Transit Oriented Communities (Toc),Market Rate Developments,,,"204, 406",103,,,,34.0598742,-118.3938734,1450 S. Rexford Dr.
1530 N. Cassil Pl.,90028.0,13,2019,20.0,200.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,"311, 414, 431, 532, 605, 703, 727, 815","410, 508, 509, 525, 611, 624, 718","214, 221, 226, 306, 317",,,,,34.0991052,-118.3336463,1530 N. Cassil Pl.
850 S. La Brea Ave.,90036.0,5,2019,6.0,53.0,11.32%,Transit Oriented Communities (Toc),Market Rate Developments,,"209, 401, 504, 608, 704",302,,,,,34.0590513,-118.3448936,850 S. La Brea Ave.
11722 W. Archwood St.,91606.0,2,2019,4.0,37.0,10.81%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.1919266,-118.3887673,11722 W. Archwood St.
760 S. Serrano Ave.,90005.0,10,2019,16.0,157.0,10.19%,Transit Oriented Communities (Toc),Market Rate Developments,"512, 620","216, 325, 403, 502, 518, 611, 614","221, 227, 228, 317, 331, 419, 422",,,,,34.0580572,-118.3062362,760 S. Serrano Ave.
1221 N. Myra Ave.,90029.0,13,2019,10.0,100.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.09558,-118.2809,1221 N. Myra Ave.
1650 W. Florence Ave.,90047.0,8,2019,13.0,128.0,10.16%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.9742121,-118.3064833,1650 W. Florence Ave.
14748 W. Victory Blvd.,91411.0,6,2019,1.0,11.0,9.09%,Transit Oriented Communities (Toc),Market Rate Developments,,,202,,,,,34.1864751,-118.4676617,14748 W. Victory Blvd.
951 S. Ogden Dr.,90036.0,5,2019,6.0,57.0,10.53%,Transit Oriented Communities (Toc),Market Rate Developments,"205, 303, 404, 606","208, 501",,,,,,34.0581229,-118.3618903,951 S. Ogden Dr.
314 N. Chicago St.,90033.0,14,2019,1.0,7.0,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,4,,,,,34.0485052,-118.210132,314 N. Chicago St.
5506 W. Thornburn St.,90045.0,11,2019,3.0,12.0,25.00%,Transit Oriented Communities (Toc),Market Rate Developments,2,,"201, 302",403,,,,33.9723649,-118.3762209,5506 W. Thornburn St.
11502 W. Cumpston St.,91601.0,2,2019,3.0,12.0,25.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,"201, 303, 404",,,,,34.1693507,-118.3824118,11502 W. Cumpston St.
860 S. Normandie Ave.,90005.0,10,2019,6.0,57.0,10.53%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0561027,-118.2996064,860 S. Normandie Ave.
1409 W. 55th St.,90062.0,8,2019,2.0,8.0,25.00%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,"1, 8",,,,,,33.992477,-118.300523,1409 W. 55th St.
708 S. Gramercy Dr.,90005.0,5,2019,2.0,32.0,6.25%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,308,202,,,,,34.0593496,-118.3119616,708 S. Gramercy Dr.
8758 S. Avalon Blvd.,90003.0,9,2019,1.0,5.0,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,5,,,,,,33.9579166,-118.2649257,8758 S. Avalon Blvd.
8723 S. Figueroa St.,90003.0,8,2019,1.0,5.0,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,4,,,,,,33.9581277,-118.2829103,8723 S. Figueroa St.
666 W. 5th St.,90731.0,14,2019,1.0,3.0,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.0511723,-118.2554237,666 W. 5th St.
15323 W. Vanowen St.,91406.0,6,2019,1.0,33.0,3.03%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.1943742,-118.4672,15323 W. Vanowen St.
1635 S. Beverly Glen Blvd.,90024.0,5,2019,1.0,7.0,14.29%,Other Ordinances Or Discretionary,Market Rate Developments,7,,,,,,,34.058802,-118.4253042,1635 S. Beverly Glen Blvd.
1132 W. Berendo St.,90022.0,1,2019,1.0,3.0,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,1132,,,,,,34.0499403,-118.2934401,1132 W. Berendo St.
1521 1/2 S. Wellesley Ave.,90025.0,11,2019,1.0,4.0,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.0381521,-118.4640705,1521/2 S. Wellesley Ave.
366 N. Orange Grove Ave.,90036.0,5,2019,1.0,8.0,12.50%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.0780405,-118.360146,366 N. Orange Grove Ave.
11018 W. Aqua Vista St.,91602.0,2,2019,1.0,24.0,4.17%,Other Ordinances Or Discretionary,Market Rate Developments,25,,,,,,,34.1447475,-118.3708811,11018 W. Aqua Vista St.
115 E. 81st St.,90003.0,9,2019,1.0,4.0,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,4,,,,,,33.9664629,-118.2732883,115 E. 81st St.
4609 W. Los Feliz Blvd.,90027.0,4,2019,1.0,21.0,4.76%,Other Ordinances Or Discretionary,Market Rate Developments,,4609 1/2,,,,,,34.1116665,-118.2898536,4609 W. Los Feliz Blvd.
7722 N. Reseda Blvd.,91335.0,4,2019,1.0,141.0,0.71%,Other Ordinances Or Discretionary,Market Rate Developments,69,,,,,,,34.2108642,-118.5358645,7722 N. Reseda Blvd.
8525 W. Cadillac Ave.,90034.0,10,2019,1.0,4.0,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,8525 1/2,,,,,,34.0386341,-118.3781051,8525 W. Cadillac Ave.
1119 S. Alma St.,90731.0,15,2019,1.0,5.0,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,33.7338929,-118.299295,1119 S. Alma St.
1131.5 S. Queen Anne Pl.,90019.0,10,2019,1.0,4.0,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,1131 1/2,,,,,,34.0520253,-118.3312222,1131.5 S. Queen Anne Pl.
1536.25 W. 83rd St.,90047.0,8,2019,1.0,4.0,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,33.9637966,-118.4014265,1536.25 W. 83rd St.
3331 E. Hunter St.,90023.0,14,2019,1.0,3.0,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.02066320000001,-118.2066388,3331 E. Hunter St.
223 E. 116th St.,90061.0,15,2019,1.0,3.0,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,33.9294215,-118.2709572,223 E. 116th St.
750 S. Oxford Ave.,90005.0,10,2019,37.0,363.0,10.19%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.0582401,-118.3075301,750 S. Oxford Ave.
711 E. 84th St.,90001.0,9,2019,1.0,3.0,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,2,,,,,33.9630807,-118.2625106,711 E. 84th St.
8750 N. Topanga Canyon Blvd.,91304.0,12,2019,1.0,21.0,4.76%,Other Ordinances Or Discretionary,Market Rate Developments,22,,,,,,,34.1146633,-118.5919163,8750 N. Topanga Canyon Blvd.
469.5 E. 41st Pl.,90011.0,9,2019,1.0,5.0,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.0083845,-118.2565166,469.5 E. 41st Pl.
13210 W. Victory Blvd.,91401.0,2,2019,1.0,30.0,3.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.1864751,-118.4676387,13210 W. Victory Blvd.
3443 E. Whittier Blvd.,90023.0,14,2019,3.0,10.0,30.00%,Other Ordinances Or Discretionary,Market Rate Developments,"C, D, E",,,,,,,34.0273705,-118.1994733,3443 E. Whittier Blvd.
928 1/2 E. 25th St.,90011.0,9,2019,1.0,5.0,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,B ,,,,,,34.0201423,-118.2561414,928/2 E. 25th St.
1620 N. Westerly Terrace,90026.0,13,2019,1.0,5.0,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,C,,,,,,34.0888461,-118.2697747,1620 N. Westerly Terrace
5929 W. Sunset Blvd.,90028.0,13,2019,45.0,299.0,15.05%,Other Ordinances Or Discretionary,Market Rate Developments,"717, 916, 1101, 1316, 1417, 1616, 1801, 2017, 2212","513, 602, 604, 612, 802, 813, 912, 1004, 1113, 1202, 1204, 1212, 1413, 1504, 1512, 1602, 1613, 1812, 1904, 2002, 2013, 2103, 2111, 2209","503, 610, 711, 1010, 1111, 1303, 1410, 1711, 1803, 1810, 1911, 2109",,,,,34.0982784,-118.3190578,5929 W. Sunset Blvd.
11520 W. Rochester Ave.,90025.0,11,2019,1.0,15.0,6.67%,Other Ordinances Or Discretionary,Market Rate Developments,,,104,,,,,34.0477369,-118.4549954,11520 W. Rochester Ave.
10621 W. Valley Spring Lane,91602.0,2,2019,3.0,45.0,6.67%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.1470845,-118.3622526,10621 W. Valley Spring Lane
5618 E. Meridian St.,90042.0,14,2019,1.0,16.0,6.25%,Other Ordinances Or Discretionary,Market Rate Developments,,102,,,,,,34.12037250000001,-118.1957236,5618 E. Meridian St.
669 S. Union Ave.,90017.0,1,2019,1.0,106.0,0.94%,Other Ordinances Or Discretionary,Market Rate Developments,100,,,,,,,34.05504190000001,-118.2709032,669 S. Union Ave.
1941 1/2 E. Sheridan St.,90033.0,14,2019,1.0,3.0,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,1941 1/2,,,,,,34.0531155,-118.2115662,1941/2 E. Sheridan St.
2843 E. Cincinnati St.,90033.0,14,2019,1.0,6.0,16.67%,Other Ordinances Or Discretionary,Market Rate Developments,,,2847 1/2,,,,,34.0447712,-118.200374,2843 E. Cincinnati St.
324 S. St. Andrews Pl.,90020.0,13,2019,5.0,26.0,19.23%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.0681063,-118.3111718,324 S. St. Andrews Pl.
12021 W. Washington Pl.,90066.0,11,2019,1.0,3.0,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,33.9973396,-118.4227754,12021 W. Washington Pl.
1512 S. Wooster St.,90035.0,5,2019,1.0,9.0,11.11%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.0515025,-118.3827305,1512 S. Wooster St.
4817 S. Normandie Ave.,90037.0,8,2019,1.0,2.0,50.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,33.9995513,-118.3004271,4817 S. Normandie Ave.
1211 N. Kenmore Ave.,90029.0,13,2019,1.0,12.0,8.33%,Other Ordinances Or Discretionary,Market Rate Developments,10,,,,,,,34.0937809,-118.2976773,1211 N. Kenmore Ave.
