Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Entitlements,Type2,AH Studio Unit #,AH 1BR Unit #,AH 2BR Unit #,AH 3BR Unit #,AH 4BR Unit #,AH 5BR Unit#,AH 6BR Unit#,LAT,LONG
1221 N. Myra Ave.,90029,13,2019,10,100,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1650 W. Florence Ave.,90047,8,2019,13,128,10.16%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
14748 W. Victory Blvd.,91411,6,2019,1,11,9.09%,Transit Oriented Communities (Toc),Market Rate Developments,,,202,,,,,,
951 S. Ogden Dr.,90036,5,2019,6,57,10.53%,Transit Oriented Communities (Toc),Market Rate Developments,"205, 303, 404, 606","208, 501",,,,,,,
314 N. Chicago St.,90033,14,2019,1,7,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,4,,,,,,
5506 W. Thornburn St.,90045,11,2019,3,12,25.00%,Transit Oriented Communities (Toc),Market Rate Developments,2,,"201, 302",403,,,,,
11502 W. Cumpston St.,91601,2,2019,3,12,25.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,"201, 303, 404",,,,,,
860 S. Normandie Ave.,90005,10,2019,6,57,10.53%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1409 W. 55th St.,90062,8,2019,2,8,25.00%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,"1, 8",,,,,,,
708 S. Gramercy Dr.,90005,5,2019,2,32,6.25%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,308,202,,,,,,
8758 S. Avalon Blvd.,90003,9,2019,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,5,,,,,,,
8723 S. Figueroa St.,90003,8,2019,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,4,,,,,,,
666 W. 5th St.,90731,14,2019,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
15323 W. Vanowen St.,91406,6,2019,1,33,3.03%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1635 S. Beverly Glen Blvd.,90024,5,2019,1,7,14.29%,Other Ordinances Or Discretionary,Market Rate Developments,7,,,,,,,,
1132 W. Berendo St.,90022,1,2019,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,1132,,,,,,,
1521 1/2 S. Wellesley Ave.,90025,11,2019,1,4,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
366 N. Orange Grove Ave.,90036,5,2019,1,8,12.50%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
11018 W. Aqua Vista St.,91602,2,2019,1,24,4.17%,Other Ordinances Or Discretionary,Market Rate Developments,25,,,,,,,,
115 E. 81st St.,90003,9,2019,1,4,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,4,,,,,,,
4609 W. Los Feliz Blvd.,90027,4,2019,1,21,4.76%,Other Ordinances Or Discretionary,Market Rate Developments,,4609 1/2,,,,,,,
7722 N. Reseda Blvd.,91335,4,2019,1,141,0.71%,Other Ordinances Or Discretionary,Market Rate Developments,69,,,,,,,,
8525 W. Cadillac Ave.,90034,10,2019,1,4,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,8525 1/2,,,,,,,
1119 S. Alma St.,90731,15,2019,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1131.5 S. Queen Anne Pl.,90019,10,2019,1,4,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,1131 1/2,,,,,,,
1536.25 W. 83rd St.,90047,8,2019,1,4,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
3331 E. Hunter St.,90023,14,2019,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
223 E. 116th St.,90061,15,2019,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
750 S. Oxford Ave.,90005,10,2019,37,363,10.19%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
711 E. 84th St.,90001,9,2019,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,2,,,,,,
8750 N. Topanga Canyon Blvd.,91304,12,2019,1,21,4.76%,Other Ordinances Or Discretionary,Market Rate Developments,22,,,,,,,,
469.5 E. 41st Pl.,90011,9,2019,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
13210 W. Victory Blvd.,91401,2,2019,1,30,3.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
3443 E. Whittier Blvd.,90023,14,2019,3,10,30.00%,Other Ordinances Or Discretionary,Market Rate Developments,"C, D, E",,,,,,,,
928 1/2 E. 25th St.,90011,9,2019,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,B ,,,,,,,
1620 N. Westerly Terrace,90026,13,2019,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,C,,,,,,,
5929 W. Sunset Blvd.,90028,13,2019,45,299,15.05%,Other Ordinances Or Discretionary,Market Rate Developments,"717, 916, 1101, 1316, 1417, 1616, 1801, 2017, 2212","513, 602, 604, 612, 802, 813, 912, 1004, 1113, 1202, 1204, 1212, 1413, 1504, 1512, 1602, 1613, 1812, 1904, 2002, 2013, 2103, 2111, 2209","503, 610, 711, 1010, 1111, 1303, 1410, 1711, 1803, 1810, 1911, 2109",,,,,,
11520 W. Rochester Ave.,90025,11,2019,1,15,6.67%,Other Ordinances Or Discretionary,Market Rate Developments,,,104,,,,,,
10621 W. Valley Spring Lane,91602,2,2019,3,45,6.67%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
5618 E. Meridian St.,90042,14,2019,1,16,6.25%,Other Ordinances Or Discretionary,Market Rate Developments,,102,,,,,,,
669 S. Union Ave.,90017,1,2019,1,106,0.94%,Other Ordinances Or Discretionary,Market Rate Developments,100,,,,,,,,
1941 1/2 E. Sheridan St.,90033,14,2019,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,1941 1/2,,,,,,,
2843 E. Cincinnati St.,90033,14,2019,1,6,16.67%,Other Ordinances Or Discretionary,Market Rate Developments,,,2847 1/2,,,,,,
324 S. St. Andrews Pl.,90020,13,2019,5,26,19.23%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
12021 W. Washington Pl.,90066,11,2019,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1512 S. Wooster St.,90035,5,2019,1,9,11.11%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
4817 S. Normandie Ave.,90037,8,2019,1,2,50.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1211 N. Kenmore Ave.,90029,13,2019,1,12,8.33%,Other Ordinances Or Discretionary,Market Rate Developments,10,,,,,,,,
259 E. 41st Pl.,90011,9,2019,2,15,13.33%,Other Ordinances Or Discretionary,Market Rate Developments,E,,L,,,,,,
7050 N. Woodman Ave.,91405,2,2019,1,25,4.00%,Other Ordinances Or Discretionary,Market Rate Developments,,6,,,,,,,
13713 W. Oxnard St.,91401,2,2019,1,16,6.25%,Other Ordinances Or Discretionary,Market Rate Developments,,202,,,,,,,
762.5 E. 43rd St.,90011,9,2019,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
217 S. Boyle Ave.,90033,14,2019,3,30,10.00%,Other Ordinances Or Discretionary,Market Rate Developments,"10, 26",29,,,,,,,
14648 W. Kittridge St.,91405,6,2019,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,D,,,,,,,,
10247 N. Variel Ave.,91311,12,2019,6,32,18.75%,Other Ordinances Or Discretionary,Market Rate Developments,"210, 304",,"205, 216, 301, 309",,,,,,
401 S. La Fayette Park Pl.,90057,1,2019,6,58,10.34%,Other Ordinances Or Discretionary,Market Rate Developments,,"201, 213, 311, 313, 413, 511",,,,,,,
1077 W. 38th St. - West Lot,90037,8,2019,69,70,98.57%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1077 W. 38th St. - East Lot,90037,8,2019,69,70,98.57%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
13574 W. Foothill Blvd.,91342,7,2019,47,48,97.92%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
9190 N. Telfair Ave.,91352,6,2019,25,26,96.15%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
6901 S. Main St.,90003,9,2019,49,50,98.00%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1856 S. Wilton Pl.,90019,10,2019,62,64,96.88%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
950 W. 76th St.,90044,8,2019,49,50,98.00%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
11950 W. Missouri Ave.,90025,11,2019,73,74,98.65%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
4760 W. Melrose Ave.,90029,13,2019,38,39,97.44%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
4208 E. Huntington Dr. South,90032,14,2019,83,85,97.65%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
3960 S. Grand View Blvd.,90066,11,2019,49,50,98.00%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
11800 W. Kagel Canyon St.,91342,7,2019,48,49,97.96%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
660 S. Stanford Ave.,90021,14,2019,81,82,98.78%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
12444 W. Venice Blvd.,90066,11,2020,7,77,9.09%,Density Bonus,Market Rate Developments,,,,,,,,,
2062 E. 99th Pl.,90002,15,2020,77,80,96.25%,Density Bonus,Market Rate Developments,,,,,,,,,
943 W. 82nd St.,90044,8,2020,2,16,12.50%,Density Bonus,Market Rate Developments,,,,,,,,,
1011 N. Everett St.,90026,1,2020,5,50,10.00%,Density Bonus,Market Rate Developments,,"B113, B207","B105, ","A101, A205",,,,,
1137 W. 7th St.,90017,1,2020,19,225,8.44%,Density Bonus,Market Rate Developments,,,,,,,,,
17454 W. Chatsworth St.,91344,12,2020,3,54,5.56%,Density Bonus,Market Rate Developments,,"213, 221",302,,,,,,
10657 W. Moorpark St.,91602,2,2020,2,15,13.33%,Density Bonus,Market Rate Developments,,,"4, 10",,,,,,
11701 W. Santa Monica Blvd.,90025,11,2020,4,51,7.84%,Density Bonus,Market Rate Developments,419,"217, 312",210,,,,,,
3705 S. McLaughlin Ave.,90066,11,2020,2,21,9.52%,Density Bonus,Market Rate Developments,,,"202, 303",,,,,,
5147 N. Bakman Ave.,91601,2,2020,3,33,9.09%,Density Bonus,Market Rate Developments,,,"202, 304, 406",,,,,,
3800 S. Figueroa St.,90037,9,2020,12,79,15.19%,Density Bonus,Market Rate Developments,"313, 413 , 513, 613, ","603A, 603B, ","207, 306, 405",,"202, 304, 311",,,,
4055 W. Oakwood Ave.,90004,13,2020,14,68,20.59%,Density Bonus,Market Rate Developments,109,"104, 205, 304, 310","106, 113, 201, 209, 306, 313, 408, 412, 505",,,,,,
5801 W. Camerford Ave.,90038,13,2020,5,36,13.89%,Density Bonus,Market Rate Developments,,"102, 106, 207, 209, 311",,,,,,,
7125 N. Sepulveda Blvd.,91405,5,2020,20,180,11.11%,Density Bonus,Market Rate Developments,108,"103, 217, 326, 427, 509, 603, 620","105, 111, 221, 228, 305, 333, 404, 421, 522, 533, 629, ",224,,,,,
1132 N. Orange Dr.,90038,13,2020,3,24,12.50%,Density Bonus,Market Rate Developments,,"2, 11",14,,,,,,
5181 W. Adams Blvd.,90016,10,2020,13,115,11.30%,Density Bonus,Market Rate Developments,"310, 324, 417, 616","319, 404, 423, 501, 513, 605, 623, ","306, 506",,,,,,
12649 N. Bradley Ave,91342,7,2020,1,11,9.09%,Density Bonus,Market Rate Developments,,,,2,,,,,
11701 W. Gateway Blvd.,90064,11,2020,7,73,9.59%,Density Bonus,Market Rate Developments,"212, 306, 504","218, 315, 402",,,,,,,
5621 W. La Mirada Ave.,90038,13,2020,2,14,14.29%,Density Bonus,Market Rate Developments,,,,,,,,,
6120 N. Woodman Ave.,91401,2,2020,1,16,6.25%,Density Bonus,Market Rate Developments,,,,,,,,,
1212 S. Westmoreland Ave.,90006,1,2020,4,38,10.53%,Density Bonus,Market Rate Developments,408,203,"111, 311",,,,,,
12101 W. Olympic Blvd.,90064,11,2020,121,600,20.17%,Density Bonus,Market Rate Developments,,,,,,,,,
8750 N. Sepulveda Blvd.,91343,11,2020,5,43,11.63%,Density Bonus,Market Rate Developments,,,,,,,,,
11168 W. Morrison St.,91601,2,2020,1,14,7.14%,Density Bonus,Market Rate Developments,,,203,,,,,,
2528 S. Grand Ave.,90007,9,2020,28,296,9.46%,Density Bonus,Market Rate Developments,,,,,,,,,
11600 W. Santa Monica Blvd.,90025,11,2020,9,100,9.00%,Density Bonus,Market Rate Developments,,"111, 204, 302, 317, 416, 420, 518","103, 201",,,,,,
10247 N. Hillhaven Ave.,91042,7,2020,2,14,14.29%,Density Bonus,Market Rate Developments,,"104, 201",,,,,,,
12331 W. Palms Blvd.,90066,11,2020,3,32,9.38%,Density Bonus,Market Rate Developments,304,211,102,,,,,,
10132 N. Commerce Ave.,91042,7,2020,6,37,16.22%,Density Bonus,Market Rate Developments,,,"206, 212, 303, 307, 402, 408",,,,,,
1721 S. Colby Ave.,90025,11,2020,6,34,17.65%,Density Bonus,Market Rate Developments,505,"101, 104, 206, 307, 403",,,,,,,
1563 S. Fairfax Ave.,90019,10,2020,1,10,10.00%,Density Bonus,Market Rate Developments,,,,203,,,,,
10403 W. Eastborne Ave.,90024,5,2020,3,34,8.82%,Density Bonus,Market Rate Developments,,305,103,207,,,,,
6948 N. Woodman Ave.,91405,2,2020,2,23,8.70%,Density Bonus,Market Rate Developments,,,208,,105,,,,
2923 N. Allesandro St.,90039,13,2020,3,19,15.79%,Density Bonus,Market Rate Developments,,"2, 8",19,,,,,,
13562 W. Rye St,91423,4,2020,6,69,8.70%,Density Bonus,Market Rate Developments,,,"206, 211, 312, 414, 508, ",301,,,,,
4406 N. Fulton Ave.,91423,4,2020,2,25,8.00%,Density Bonus,Market Rate Developments,,,"101, 203",,,,,,
10218 N. Fernglen Ave.,91042,7,2020,1,10,10.00%,Density Bonus,Market Rate Developments,,,102,,,,,,
11460 W. Gateway Blvd.,90064,11,2020,15,129,11.63%,Density Bonus,Market Rate Developments,"102, 204, 224, 320, 406, 419, 527, ","109, 207, 212, 305, 313, 403, 426, ",127,,,,,,
13148 W. Victory Blvd.,91401,2,2020,1,12,8.33%,Density Bonus,Market Rate Developments,,,301,,,,,,
2910 N. Allesandro St.,90039,13,2020,5,36,13.89%,Density Bonus,Market Rate Developments,,"2, 4, 11, 36",6,,,,,,
2957 N. Allesandro St.,90039,13,2020,4,25,16.00%,Density Bonus,Market Rate Developments,,"4, 8, 12, 21",,,,,,,
5817 W. Lexington Ave.,90038,13,2020,3,21,14.29%,Density Bonus,Market Rate Developments,,"10, 20, ",2,,,,,,
9515 S. Compton Ave.,90002,15,2020,20,21,95.24%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
132 N. Rosemont Ave.,90026,13,2020,2,14,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,"104, 203",,,,,,
2347 W. Ocean View Ave.,90057,1,2020,2,20,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,101,203,,,,,,
217 W. Avenue 37,90065,1,2020,1,5,20.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,2,,,,,,
6401 S. Avalon Blvd.,90003,9,2020,27,28,96.43%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
11514 W. Cumpston St.,91601,2,2020,2,11,18.18%,Transit Oriented Communities (Toc),Market Rate Developments,,103,302,,,,,,
8833 S. Reading Ave.,90045,11,2020,5,33,15.15%,Transit Oriented Communities (Toc),Market Rate Developments,,"202, 305, 403","106, 506",,,,,,
521 N. Gramercy Pl.,90004,13,2020,5,32,15.63%,Transit Oriented Communities (Toc),Market Rate Developments,,102,"107, 204, 303, ph5",,,,,,
321 S. Fickett St.,90033,14,2020,2,16,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
5755 N. Tujunga Ave.,91601,2,2020,4,34,11.76%,Transit Oriented Communities (Toc),Market Rate Developments,,"201, 403","304, 506",,,,,,
4575 W. Santa Monica Blvd.,90029,13,2020,2,16,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,,,"303, 402",,,,,,
1825 N. New Hampshire Ave.,90027,4,2020,3,21,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
5068 W. Romaine St.,90029,13,2020,2,18,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
970 S. Fedora St.,90006,10,2020,5,50,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"405, 503, 608","201, 307",,,,,,
11155 W. Huston St.,91601,2,2020,2,24,8.33%,Transit Oriented Communities (Toc),Market Rate Developments,,,"106, 202",,,,,,
3609 W. Olympic Blvd.,90019,5,2020,6,50,12.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1130 W. Martin Luther King Jr. Blvd.,90037,9,2020,28,29,96.55%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
825 S. Coronado St.,90057,1,2020,8,77,10.39%,Transit Oriented Communities (Toc),Market Rate Developments,"205, 212, 413","216, 302, 406, 507",316,,,,,,
4810 W. Oakwood Ave.,90004,13,2020,3,30,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"303, 409",207,,,,,,
2424 E. Michigan Ave.,90033,14,2020,16,17,94.12%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
2555 S. Mansfield Ave.,90016,10,2020,7,69,10.14%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
4209 S. Western Ave.,90062,8,2020,24,25,96.00%,Transit Oriented Communities (Toc),Market Rate Developments,,101,,,,,,,
6535 W. Melrose Ave.,90038,5,2020,3,33,9.09%,Transit Oriented Communities (Toc),Market Rate Developments,,"208, 307",209,,,,,,
4433 N. Cartwright Ave.,91602,2,2020,2,14,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,"202, 303",,,,,,,
3617 W. Venice Blvd.,90019,10,2020,3,28,10.71%,Transit Oriented Communities (Toc),Market Rate Developments,,,"206, 301, 402",,,,,,
11668 W. Darlington Ave.,90049,11,2020,3,17,17.65%,Transit Oriented Communities (Toc),Market Rate Developments,"203, 302",103,,,,,,,
3667 S. Keystone Ave.,90034,5,2020,19,187,10.16%,Transit Oriented Communities (Toc),Market Rate Developments,,"128, 317, 329, 405, 432, 508, 511, 518, 531, 606, 620, 703, 723, PH2, PH22","233, 301, 321, 413",,,,,,
4433 N. Cartwright Ave.,91602,2,2020,2,14,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,"202, 303",,,,,,,
6753 W. Selma Ave.,90028,13,2020,8,51,15.69%,Transit Oriented Communities (Toc),Market Rate Developments,"201, 302, 306, 404, 407, 503, 601, 702",,,,,,,,
5301 W. Sierra Vista Ave.,90029,13,2020,5,45,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,508,"206, 304, 409",208,,,,,
325 E. Florence Ave.,90003,9,2020,30,31,96.77%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1045 S. Dewey Ave.,90006,10,2020,7,67,10.45%,Transit Oriented Communities (Toc),Market Rate Developments,,"17, 28, 30, 32, 47, 57, ",6,,,,,,
8867 W. Alcott St.,90035,5,2020,3,17,17.65%,Transit Oriented Communities (Toc),Market Rate Developments,,,"102, 203, 302",,,,,,
3657 S. Motor Ave.,90034,5,2020,7,68,10.29%,Transit Oriented Communities (Toc),Market Rate Developments,,"302, 401, 511","415, 609, PH6",312,,,,,
6055 W. Pico Blvd.,90035,5,2020,13,125,10.40%,Transit Oriented Communities (Toc),Market Rate Developments,,"214, 420, 424, 523, 526, PH22","205, 218, 304, 306, 308, 415, PH19",,,,,,
640 S. St. Andrews Pl.,90010,10,2020,23,230,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,"505, 514, 532, 608, 612, 630, 719, 722, 823, 829, ","209, 224, 302, 310, 316, 404, 413, 416, 427",,,,,,,
10739 W. Kling St.,91602,2,2020,1,12,8.33%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1010 S. Kenmore Ave.,90006,10,2020,13,126,10.32%,Transit Oriented Communities (Toc),Market Rate Developments,"206, 323, 519, 616","203, 214, 312, 416, 511, 610","409, 502, 707",,,,,,
3651 N. Regal Pl.,90068,4,2020,4,28,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,"101, 202, 301, 405",,,,,,
1325 N. New Hampshire Ave.,90027,13,2020,11,92,11.96%,Transit Oriented Communities (Toc),Market Rate Developments,"112, 410, 502","103, 313, 403, 513, 703","201, 311, 611",,,,,,
1320 W. Jefferson Blvd.,90007,8,2020,13,129,10.08%,Transit Oriented Communities (Toc),Market Rate Developments,"117, 222, 305, 313, 404, 420, 505, 604, 621",123,216,"414, 515",,,,,
10652 W. Whipple St.,91602,2,2020,2,14,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,303,205,,,,,,
3557 S. Motor Ave.,90034,5,2020,11,104,10.58%,Transit Oriented Communities (Toc),Market Rate Developments,"322, 606","304, 310, 416, 520, 523, 621, PH8, PH19,",414,,,,,,
941 N. Martel Ave.,90046,5,2020,3,14,21.43%,Transit Oriented Communities (Toc),Market Rate Developments,,"104, 202, 402",,,,,,,
2329 S. Superior Ave.,90291,11,2020,6,56,10.71%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
6515 S. Crenshaw Blvd.,90043,8,2020,4,24,16.67%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
5766 W. 3rd St.,90036,5,2020,5,46,10.87%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1073 W. Exposition Blvd.,90007,8,2020,2,15,13.33%,Transit Oriented Communities (Toc),Market Rate Developments,,,206,103,,,,,
11848 W. Vanowen St.,91605,2,2020,3,35,8.57%,Transit Oriented Communities (Toc),Market Rate Developments,,201,"304, 406",,,,,,
569 W. 6th St.,90731,14,2020,47,48,97.92%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
231 S. Westlake Ave.,90057,1,2020,1,6,16.67%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
10867 W. Fruitland Dr.,91604,4,2020,3,19,15.79%,Transit Oriented Communities (Toc),Market Rate Developments,,"202, 402",305,,,,,,
6559 S. Brynhurst Ave.,90043,8,2020,3,26,11.54%,Transit Oriented Communities (Toc),Market Rate Developments,,,"405, 407, 506",,,,,,
14715 W. Blythe St.,91402,6,2020,6,26,23.08%,Transit Oriented Communities (Toc),Market Rate Developments,,,"206, 208, 307, 309, 402, 404",,,,,,
726 S. Wilton Pl.,90005,5,2020,5,25,20.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"8, 18","23, 25",5,,,,,
1164 W. 37th Pl.,90007,8,2020,1,6,16.67%,Transit Oriented Communities (Toc),Market Rate Developments,,,102,,,,,,
2310 W. Ocean View Ave.,90057,1,2020,4,24,16.67%,Transit Oriented Communities (Toc),Market Rate Developments,"202, 602","304, 501",,,,,,,
827 S. Grand View St.,90057,1,2020,7,60,11.67%,Transit Oriented Communities (Toc),Market Rate Developments,203,"100, 209, 307, 311, 412, 511",,,,,,,
738 S. Normandie Ave.,90005,10,2020,5,44,11.36%,Transit Oriented Communities (Toc),Market Rate Developments,205,"301, 403, 505, 606",,,,,,,
432 N. Normandie Ave.,90004,13,2020,2,14,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,"204, 303",,,,,,
4324 S. Vermont Ave.,90037,9,2020,2,16,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,,,,"404, 502",,,,,
9416 S. Firth Blvd.,90002,15,2020,4,39,10.26%,Transit Oriented Communities (Toc),Market Rate Developments,,"102, 106, 212, 315",,,,,,,
1332 W. Colorado Blvd.,90041,14,2020,3,31,9.68%,Transit Oriented Communities (Toc),Market Rate Developments,,20,7,5,,,,,
2025 E. New Jersey St.,90033,14,2020,14,15,93.33%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
3019 W. 6th St.,90020,10,2020,2,14,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,"202, 301",,,,,,
517 W. 79th St.,90044,8,2020,7,7,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"101, 102, 201, 202, 203, 204, ",,,103,,,,
4000 W. 6th St.,90020,10,2020,6,51,11.76%,Transit Oriented Communities (Toc),Market Rate Developments,,"204, 210, 306, 309, 404, 510",,,,,,,
448 W. 5th St.,90731,14,2020,8,99,8.08%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
636 N. Juanita Ave.,90004,13,2020,4,33,12.12%,Transit Oriented Communities (Toc),Market Rate Developments,,408,"103, 202, 303",,,,,,
4826 W. Franklin Ave.,90027,4,2020,1,7,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,1,,,,,,
4632 W. Santa Monica Blvd.,90029,13,2020,20,177,11.30%,Transit Oriented Communities (Toc),Market Rate Developments,,"215, 313, 418, 508, 512, 524, 606, 619, 622, 711, 716, 728","201, 220, 230, 303, 317, 329, 409, 427",,,,,,
2063 E. Imperial Highway,90059,10,2020,2,13,15.38%,Transit Oriented Communities (Toc),Market Rate Developments,,,,"20651/2, 2075",,,,,
2405 S. Hauser Blvd.,90016,10,2020,3,30,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,"108, 112, 204",,,
2600 S. Sepulveda Blvd.,90054,5,2020,5,43,11.63%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
211 W. Alpine St.,90012,1,2020,17,170,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,"206, 224, 228, 301, 325, 406, 427, 502, 504, 601, 625, 702, 704","208, 323, 430, 509",,,,,,,
14825 W. Delano St.,91411,6,2020,4,40,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,"205, 410","102, 308",,,,,
1124 S. Normandie Ave.,90006,1,2020,8,84,9.52%,Transit Oriented Communities (Toc),Market Rate Developments,"20, 41, 60","8, 38, 64, 73, 77",,,,,,,
255 S. Burlington Ave.,90057,1,2020,13,130,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"108, 112, 206, 216, 304, 315, 407, 408, 516, 607","120, 121, 202",,,,,,
1131 N. Westmoreland Ave.,90029,13,2020,1,7,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,203,,,,,,
226 N. Berendo St.,90004,10,2020,2,18,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
927 E. 27th St.,90011,9,2020,17,17,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
14629 W. Erwin St.,91411,6,2020,3,21,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
14333 W. Sylvan St.,91401,6,2020,2,16,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1817 N. Sichel St.,90031,14,2020,2,18,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1298 W. 37th St.,90007,8,2020,1,7,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
